label,text_1,text_2,text_1_norm,text_2_norm
0,Pussy Riot сразятся за британскую премию с Rolling Stones и Д.Боуи.,Pussy Riot выдвинуты на соискание премии NME.,Pussy_X Riot_X сражаться_VERB за_ADP британский_ADJ премия_NOUN с_ADP Rolling_X Stones_X и_SCONJ д_NOUN боуи_NOUN,Pussy_X Riot_X выдвигать_VERB на_ADP соискание_NOUN премия_NOUN NME_X
0,Шесть моряков с перевернувшегося в Японском море судна погибли.,В Японском море найдены тела шести погибших моряков с «Шанса-101».,шесть_NUM моряк_NOUN с_ADP перевертываться_VERB в_ADP японский_ADJ море_NOUN судно_NOUN погибать_VERB,в_ADP японский_ADJ море_NOUN находить_VERB тело_NOUN шесть_NUM погибший_ADJ моряк_NOUN с_ADP шанс_NOUN
0,Группу Pussy Riot выдвинули на престижную британскую премию.,Pussy Riot выдвинуты на соискание премии NME.,группа_NOUN Pussy_X Riot_X выдвигать_VERB на_ADP престижный_ADJ британский_ADJ премия_NOUN,Pussy_X Riot_X выдвигать_VERB на_ADP соискание_NOUN премия_NOUN NME_X
1,Возбуждено уголовное дело о строительстве дороги к даче зятя А.Сердюкова.,По факту строительства дороги к даче зятя Сердюкова возбудили дело.,возбуждать_VERB уголовный_ADJ дело_NOUN о_ADP строительство_NOUN дорога_NOUN к_ADP дача_NOUN зять_NOUN а_SCONJ сердюкова_NOUN,по_ADP факт_NOUN строительство_NOUN дорога_NOUN к_ADP дача_NOUN зять_NOUN сердюков_NOUN возбуждать_VERB дело_NOUN
0,Скончалась старейшая жительница США.,Скончался старейший гражданин США.,скончаться_VERB старый_ADJ жительница_NOUN сша_NOUN,скончаться_VERB старый_ADJ гражданин_NOUN сша_NOUN
0,McDonald’s заплатит штраф в $700 тыс. за продажу нехаляльного бургера.,McDonald's согласился заплатить мусульманам 700 тысяч долларов.,McDonald_X s_X заплатить_VERB штраф_NOUN в_ADP тыс_NOUN за_ADP продажа_NOUN нехаляльный_ADJ бургер_NOUN,McDonald_X s_X соглашаться_VERB заплатить_VERB мусульманин_NOUN тысяча_NOUN доллар_NOUN
1,Минобрнауки предлагает выплачивать усыновителям инвалидов 100 тыс. руб.,Минобрнауки предложило увеличить выплаты усыновителям инвалидов.,минобрнаука_NOUN предлагать_VERB выплачивать_VERB усыновитель_NOUN инвалид_NOUN тыс_NOUN руб_NOUN,минобрнаука_NOUN предлагать_VERB увеличивать_VERB выплата_NOUN усыновитель_NOUN инвалид_NOUN
1,КамАЗ оставил без газа более 20 тыс. человек в Грозном.,В Грозном «КамАЗ» оставил без газа более 20 тысяч человек.,камаз_NOUN оставлять_VERB без_ADP газ_NOUN более_ADV тыс_NOUN человек_NOUN в_ADP грозный_NOUN,в_ADP грозный_ADJ камаз_NOUN оставлять_VERB без_ADP газ_NOUN более_ADV тысяча_NOUN человек_NOUN
0,Боевики на Северном Кавказе готовили теракты на Рождество.,Убитые в Кабардино-Балкарии боевики готовили серию терактов на Рождество.,боевик_NOUN на_ADP северный_ADJ кавказ_NOUN готовить_VERB теракт_NOUN на_ADP рождество_NOUN,убивать_VERB в_ADP кабардино-балкария_NOUN боевик_NOUN готовить_VERB серия_NOUN теракт_NOUN на_ADP рождество_NOUN
1,Хиллари Клинтон возвращается к работе после болезни.,Хиллари Клинтон вернулась на работу.,хиллари_NOUN клинтон_NOUN возвращаться_VERB к_ADP работа_NOUN после_ADP болезнь_NOUN,хиллари_NOUN клинтон_NOUN вернуться_VERB на_ADP работа_NOUN
0,В Подмосковье маршрутка попала в ДТП: 5 пострадавших.,В ДТП с маршруткой в Подмосковье пострадали 10 человек.,в_ADP подмосковье_NOUN маршрутка_NOUN попадать_VERB в_ADP дтп_NOUN пострадавший_NOUN,в_ADP дтп_NOUN с_ADP маршрутка_NOUN в_ADP подмосковье_NOUN пострадать_VERB человек_NOUN
